customer_id,age,gender,product_category,amount_spent
191,77,Male,Grocery,114.84885014407602
192,30,Female,Electronics,61.2135313818122
193,68,Female,Grocery,130.13524673931957
194,49,Male,Clothing,196.46039421294535
195,56,Male,Electronics,82.19702023175185
196,66,Female,Clothing,139.5298884449
197,69,Male,Grocery,180.67794870996346
198,78,Male,Grocery,93.18838877965642
199,49,Male,Clothing,124.7151288630246
200,21,Female,Clothing,185.74160274163202
201,47,Female,Electronics,53.19696614629293
202,54,Female,Clothing,48.16619642579861
203,40,Male,Grocery,37.786771052913394
204,56,Male,Grocery,137.7476932268241
205,62,Female,Clothing,49.343115901870775
206,32,Male,Clothing,127.99239938851287
207,60,Male,Electronics,167.98071271521266
208,46,Female,Grocery,66.90609781855584
209,53,Male,Grocery,61.89580308714483
210,30,Male,Grocery,133.49601733994024
211,49,Male,Clothing,102.39303531618629
212,24,Male,Grocery,-18.144911412090693
213,76,Female,Clothing,176.59382177871598
214,68,Male,Electronics,127.59989522353551
215,39,Female,Clothing,80.9816551950402
216,45,Female,Electronics,78.95648248337602
217,19,Female,Electronics,135.013558508291
218,59,Female,Clothing,97.7560471953239
219,62,Male,Electronics,102.86244734864452
220,79,Male,Clothing,107.53548028635268
221,74,Female,Grocery,59.04746769453504
222,70,Female,Clothing,81.96246838551939
223,23,Female,Electronics,90.58372631484927
224,45,Female,Electronics,61.96808321952517
225,45,Male,Grocery,113.73622987225605
226,61,Female,Clothing,124.21651647927504
227,61,Female,Grocery,184.324751899768
228,37,Male,Electronics,61.95135760044829
229,47,Female,Clothing,144.5228547538497
230,79,Male,Electronics,171.24652628344109
231,28,Male,Clothing,147.47943874745584
232,75,Male,Grocery,75.09653325830672
233,72,Female,Grocery,84.53632012823002
234,45,Male,Electronics,175.8965687765915
235,42,Male,Grocery,90.67551312949384
236,56,Female,Grocery,98.49364127993553
237,79,Female,Electronics,75.66459078681189
238,50,Female,Electronics,138.69091792048727
239,18,Female,Electronics,-23.04053738204854
240,74,Male,Clothing,59.499693355440485
241,44,Female,Electronics,51.00523727938014
242,79,Male,Clothing,179.41922022529394
243,74,Male,Electronics,111.61067583798997
244,69,Female,Clothing,89.91235665851613
245,30,Female,Electronics,89.79936813901351
246,58,Female,Clothing,30.921905011357325
247,20,Female,Grocery,167.80975234316338
248,56,Male,Electronics,82.43164704585024
249,23,Female,Electronics,129.6558527499859
250,25,Male,Clothing,67.17446213430998
251,44,Male,Grocery,97.00191126682104
252,26,Female,Grocery,54.05641623147288
253,79,Female,Clothing,87.59789819071578
254,54,Female,Electronics,152.0391187693956
255,50,Male,Grocery,105.29107837303624
256,68,Male,Electronics,118.7062281806224
257,59,Male,Clothing,103.13256907472244
258,61,Female,Electronics,181.55787660360272
259,41,Female,Grocery,59.173027932515595
260,32,Female,Clothing,93.09506244509106
261,76,Female,Grocery,109.39539659006559
262,71,Female,Electronics,50.20168108803272
263,49,Female,Electronics,106.32318962283014
264,49,Female,Clothing,101.48224962907919
265,41,Male,Grocery,105.6956078910966
266,58,Male,Grocery,105.91478470726679
267,69,Male,Grocery,66.4200450149246
268,66,Male,Clothing,18.771313829940453
269,79,Female,Electronics,109.1540822131992
270,66,Female,Electronics,55.33109861085966
271,75,Female,Electronics,95.37775137229976
272,69,Male,Grocery,62.57787875389835
273,29,Female,Clothing,25.962128984119488
274,79,Male,Grocery,118.03170703781035
275,56,Male,Clothing,135.0174933060929
276,19,Male,Grocery,155.16442158324708
277,20,Female,Clothing,77.64745326338033
278,66,Female,Grocery,101.98450012428415
279,54,Male,Grocery,117.03123970682695
280,66,Male,Clothing,151.06111290077985
281,73,Female,Electronics,12.496350767227668
282,34,Male,Electronics,26.564015278289816
283,76,Female,Clothing,169.41429258257625
284,66,Male,Clothing,15.746767890439259
285,19,Female,Electronics,145.8684660157968
286,19,Male,Grocery,166.55056814426953
287,45,Female,Electronics,140.1700815868829
288,71,Male,Clothing,49.83881548228134
289,40,Female,Grocery,55.40957546650972
290,54,Male,Clothing,97.12081901146834
291,49,Female,Electronics,187.57496095768033
292,50,Male,Grocery,187.16915963407598
293,18,Male,Electronics,114.9466648871474
294,36,Male,Electronics,20.280632055729598
295,79,Male,Electronics,108.1154688901964
296,19,Male,Grocery,89.61252267578298
297,70,Male,Electronics,101.13729735838362
298,61,Female,Grocery,17.178471545390465
299,43,Female,Electronics,112.19179040225359
300,49,Male,Electronics,24.83438976357371
301,23,Female,Clothing,-26.49906127996644
302,49,Male,Electronics,111.22012980157933
303,72,Male,Grocery,195.93134512798832
304,21,Female,Clothing,58.21824831170016
305,72,Male,Grocery,76.36089085655365
306,28,Male,Electronics,144.78748425970406
307,73,Female,Clothing,158.13175363763543
308,76,Male,Clothing,105.27612473002763
309,34,Male,Clothing,64.57920940538837
310,55,Female,Grocery,166.30585410023355
311,41,Female,Clothing,38.48709000633092
312,22,Male,Clothing,73.94180428349779
313,69,Male,Grocery,129.41400776495567
314,51,Male,Grocery,21.565665256197747
315,23,Male,Grocery,119.41682498477734
316,39,Male,Electronics,156.930989610444
317,28,Male,Grocery,183.82696704338423
318,65,Male,Grocery,80.49658395059464
319,33,Female,Clothing,77.99271254685536
320,50,Male,Electronics,135.748002314086
321,26,Male,Clothing,69.109812235943
322,77,Female,Grocery,84.56329571118874
323,76,Male,Grocery,116.10520675243156
324,23,Male,Clothing,118.6150281340965
325,33,Female,Electronics,4.644228530712752
326,46,Male,Electronics,41.679626711741236
327,20,Female,Clothing,8.349336484685153
328,37,Female,Grocery,16.611306193868785
329,77,Female,Electronics,44.06448057108317
330,76,Female,Electronics,88.88679911711992
331,53,Female,Clothing,93.7264422209907
332,36,Female,Electronics,-7.58793957111854
333,43,Female,Grocery,53.34127464737076
334,20,Male,Clothing,24.089811234087207
335,36,Female,Electronics,89.98846169146921
336,37,Female,Grocery,67.1870180248063
337,49,Male,Grocery,162.92674465594123
338,24,Male,Clothing,93.02665957951632
339,69,Female,Clothing,69.65021625135037
340,58,Female,Grocery,86.88552073734553
341,50,Female,Grocery,67.81796258023687
342,57,Female,Electronics,167.07210686605657
343,56,Male,Electronics,83.23765006781494
344,35,Male,Electronics,122.80236770378004
345,57,Female,Electronics,139.4832665636418
346,18,Male,Electronics,66.95121978891069
347,28,Male,Clothing,9.818139898325185
348,45,Male,Electronics,75.96460119722943
349,74,Male,Electronics,131.86499889064402
350,42,Female,Electronics,15.225662216494925
351,67,Male,Grocery,112.64039191979333
352,40,Male,Electronics,141.98661622174097
353,48,Female,Clothing,169.58067894218522
354,47,Male,Grocery,133.89105788134435
355,59,Female,Grocery,114.63511032023398
356,52,Female,Electronics,109.30399698093584
357,24,Male,Grocery,39.60432202953139
358,77,Male,Electronics,52.67244181523906
359,33,Female,Electronics,13.38892525190478
360,43,Male,Electronics,103.59723292596797
361,65,Female,Clothing,122.03605268949053
362,74,Female,Grocery,105.88541441612486
363,69,Male,Grocery,114.1838938544234
364,77,Female,Grocery,137.98329941144706
365,66,Female,Grocery,33.644275377523925
366,19,Male,Grocery,103.14227125093238
367,18,Male,Electronics,112.32519487722519
368,65,Female,Electronics,76.55436303212583
369,79,Male,Electronics,-6.287442957981909
370,29,Female,Clothing,48.7900128994128
371,22,Male,Clothing,74.58663095585031
372,54,Female,Clothing,107.4798614114866
373,49,Male,Clothing,101.67286724790368
374,76,Male,Grocery,196.16596882866568
375,72,Male,Clothing,147.18356845393203
376,26,Male,Grocery,98.84901023696233
377,58,Male,Grocery,106.05899255624925
378,52,Female,Grocery,163.53385703064458
379,36,Female,Electronics,165.45410521699003
380,65,Male,Electronics,116.7047200328321
381,33,Female,Grocery,186.665641718255
382,20,Male,Clothing,55.10020016158844
383,37,Female,Grocery,98.55743665186408
384,41,Female,Electronics,258.31201650125
385,71,Female,Clothing,135.51412678317635
386,73,Male,Electronics,92.9517180413216
387,50,Male,Clothing,105.19683618458322
388,41,Female,Electronics,108.98218752279658
389,69,Female,Grocery,183.49694605591182
390,28,Female,Electronics,140.20991996964142
391,66,Female,Clothing,96.0640163215437
392,25,Male,Electronics,16.19847920255826
393,53,Male,Clothing,63.665339207565005
394,55,Female,Electronics,103.00327101560232
395,57,Male,Electronics,93.51974552489308
396,37,Female,Grocery,154.79311543048678
397,79,Male,Clothing,88.43234819259514
398,52,Female,Clothing,141.93346181047372
399,65,Male,Grocery,26.39627074859196
400,79,Female,Electronics,73.7758277022078
401,42,Male,Clothing,134.73397968473245
402,52,Female,Clothing,203.3643035969822
403,42,Male,Clothing,92.89924396919668
404,46,Female,Grocery,141.43962386619188
405,35,Female,Grocery,166.80731116148786
406,63,Male,Clothing,147.6600831777679
407,35,Male,Electronics,137.413668091363
408,19,Male,Electronics,82.30200628526141
409,71,Female,Grocery,175.97398432904845
410,52,Female,Electronics,34.098322306797996
411,33,Female,Grocery,36.653137978664205
412,78,Male,Clothing,193.36979854668738
413,58,Female,Clothing,118.08099495553
414,53,Male,Clothing,38.10100132487629
415,50,Female,Grocery,28.319604773594165
416,21,Female,Electronics,26.210692187510304
417,50,Female,Clothing,201.7178226703101
418,31,Male,Electronics,95.93775040654572
419,38,Female,Electronics,74.13473212970727
420,65,Female,Grocery,181.43912249039266
421,37,Male,Grocery,112.56381683156413
422,73,Female,Electronics,83.62867697963793
423,25,Male,Electronics,153.04366035046428
424,24,Female,Clothing,129.88541440401772
425,20,Female,Clothing,130.02288225663003
426,34,Male,Clothing,86.48911278687291
427,50,Female,Electronics,55.23285624868119
428,65,Male,Grocery,49.47654786807251
429,29,Male,Electronics,105.14546669877274
430,76,Female,Clothing,100.37634444730783
431,68,Female,Clothing,124.14041903044179
432,39,Female,Grocery,78.75901224103005
433,72,Female,Electronics,164.01533649182636
434,39,Female,Clothing,33.72283980626494
435,63,Male,Grocery,120.90244148299661
436,47,Male,Clothing,54.525940608804845
437,55,Male,Grocery,87.84147008694119
438,55,Male,Electronics,53.96318716226102
439,62,Male,Grocery,81.61811130898343
440,68,Female,Electronics,46.48547209754588
441,71,Male,Electronics,49.95835422581963
442,25,Male,Clothing,148.188215363323
443,44,Female,Electronics,30.528470353904453
444,44,Female,Clothing,132.49789301351052
445,51,Female,Clothing,142.59152788811468
446,38,Female,Electronics,136.52071118037045
447,47,Male,Grocery,98.66851901018224
448,50,Female,Electronics,45.39578668561683
449,45,Male,Electronics,22.739084629307285
450,64,Female,Grocery,40.99625968444166
451,50,Female,Clothing,41.30896558708306
452,22,Male,Clothing,113.75004441622801
453,77,Male,Electronics,29.223375952864856
454,78,Female,Grocery,89.66357666067394
455,65,Male,Grocery,102.00849366922432
456,36,Female,Grocery,84.84677890227539
457,21,Female,Grocery,86.47313717729216
458,52,Male,Electronics,163.81845300664418
459,66,Male,Electronics,124.9855875172982
460,34,Male,Clothing,135.15215068390128
461,61,Female,Grocery,81.41941029600787
462,45,Male,Electronics,139.2263285552994
463,47,Male,Electronics,115.18512944078707
464,46,Female,Grocery,110.50883457600867
465,63,Male,Grocery,80.4317626652439
466,70,Male,Clothing,111.8398069228644
467,23,Male,Grocery,205.4154038588128
468,52,Male,Clothing,130.1783238700697
469,77,Female,Clothing,185.45558653382872
470,58,Male,Grocery,5.652706468729747
471,54,Female,Grocery,103.61504555940229
472,41,Female,Electronics,141.04861746842758
473,46,Male,Grocery,119.33398210664996
474,66,Female,Grocery,125.75100346787664
475,63,Male,Clothing,80.56267333026906
476,70,Female,Grocery,160.56496853168161
477,48,Male,Electronics,19.961390133843338
478,52,Female,Electronics,92.52032304392034
479,77,Female,Grocery,106.20993998463288
480,50,Female,Grocery,71.3595231332264
481,69,Female,Clothing,101.39685906567108
482,78,Female,Grocery,1.7625489318084107
483,38,Female,Clothing,35.18026024825545
484,49,Male,Grocery,163.5119619184746
485,40,Female,Clothing,112.17056975992098
486,50,Male,Electronics,81.05997562080852
487,20,Female,Grocery,148.9878725979189
488,35,Male,Grocery,169.35923450318214
489,42,Female,Clothing,190.4864324671034
490,59,Female,Clothing,5.652071341838152
491,48,Female,Grocery,169.14347396151152
492,71,Female,Clothing,41.95171516052129
493,75,Female,Grocery,115.08275022046844
494,20,Female,Electronics,130.5664189129605
495,57,Female,Clothing,180.4439070812926
496,63,Female,Grocery,123.46440925935372
497,41,Male,Electronics,113.94945453246537
498,67,Male,Grocery,58.11024779028836
499,49,Female,Grocery,15.617216419817154
500,64,Male,Electronics,56.80557688121433
501,39,Female,Clothing,170.33002936871634
502,40,Male,Electronics,101.64058681876246
503,19,Female,Grocery,183.0624981985813
504,44,Male,Electronics,64.1286200752476
505,59,Male,Grocery,139.2687620562234
506,19,Female,Electronics,108.38819889659689
507,43,Male,Clothing,164.76289026865265
508,34,Female,Electronics,88.83412299257468
509,57,Female,Electronics,93.62491606053057
510,50,Male,Clothing,160.85590849285117
511,26,Female,Grocery,-4.481344680154336
512,60,Male,Electronics,92.84324313435525
513,71,Male,Grocery,16.946235812558527
514,65,Male,Electronics,98.52694099849536
515,56,Male,Clothing,78.98010363004187
516,46,Male,Electronics,130.11246829667783
517,59,Male,Grocery,123.31099108790417
518,72,Female,Grocery,85.71990635360507
519,43,Male,Clothing,51.91344798608441
520,52,Male,Grocery,103.91649584598352
521,67,Male,Clothing,165.2522083992256
522,42,Female,Clothing,50.9860994548714
523,41,Female,Grocery,24.837314595439878
524,30,Female,Grocery,7.840967299316603
525,77,Male,Clothing,23.267853903148122
526,75,Male,Grocery,99.6372473189975
527,24,Male,Clothing,29.729686775997905
528,74,Female,Electronics,81.25222364216
529,53,Female,Grocery,123.08179817537226
530,62,Female,Grocery,-6.428119352130608
531,37,Male,Clothing,149.3411298920721
532,18,Male,Electronics,171.3724192239581
533,25,Female,Electronics,193.22931527765712
534,63,Male,Grocery,173.70280273905252
535,33,Female,Clothing,220.63512593115894
536,31,Female,Clothing,111.5026914549706
537,29,Female,Grocery,140.30018707496137
538,68,Male,Electronics,87.44111707968881
539,40,Female,Clothing,133.13945182665267
540,32,Female,Clothing,106.87397979744696
541,45,Male,Grocery,16.850234598407823
542,51,Male,Grocery,24.78590077266307
543,19,Female,Electronics,190.4495393311998
544,49,Male,Electronics,107.75717373265289
545,40,Male,Clothing,171.0163474466668
546,39,Male,Grocery,71.66113963023244
547,68,Male,Grocery,55.37691178660709
548,42,Female,Grocery,95.70911195601529
549,75,Male,Electronics,139.25910210402037
550,79,Female,Electronics,169.60424304518588
551,78,Male,Clothing,109.31125744430577
552,39,Male,Grocery,132.6827132733432
553,75,Female,Electronics,92.81749151794261
554,75,Male,Grocery,172.79116632972776
555,39,Male,Electronics,173.5514410067451
556,66,Female,Grocery,60.737599640622776
557,69,Female,Clothing,119.15378760074566
558,59,Female,Electronics,50.22117834013056
559,23,Male,Electronics,140.81347963078198
560,32,Male,Clothing,80.28200358901614
561,71,Male,Clothing,60.136079808182515
562,60,Female,Grocery,-2.000491052302067
563,77,Male,Electronics,154.1500244209958
564,54,Female,Grocery,109.64048237981521
565,50,Female,Grocery,112.55372813040664
566,25,Female,Grocery,141.59047033379397
567,70,Female,Electronics,61.90839497097381
568,77,Female,Clothing,54.08972302460887
569,61,Male,Grocery,127.46544230724794
570,61,Female,Electronics,157.90579738602312
571,22,Female,Grocery,126.60567565509609
572,56,Female,Clothing,180.13862838428656
573,21,Female,Clothing,128.2196570488907
574,23,Male,Electronics,125.49268110888157
575,62,Male,Electronics,141.11122964180655
576,49,Male,Clothing,88.40334364181977
577,69,Female,Electronics,37.87575945918677
578,47,Male,Clothing,100.95050837396919
579,64,Male,Grocery,135.692442717654
580,52,Female,Clothing,57.02623129384373
581,72,Female,Grocery,29.696771054352098
582,57,Female,Electronics,63.70043638975836
583,69,Female,Grocery,166.76751463189046
584,33,Female,Clothing,124.78251699742286
585,30,Male,Electronics,93.70089292356325
586,67,Male,Electronics,51.615234113240106
587,77,Male,Clothing,113.76503311699902
588,59,Male,Electronics,109.25800946466927
589,47,Male,Clothing,122.81278483668443
590,36,Female,Grocery,225.2080300668135
591,34,Male,Grocery,124.6935158584728
592,73,Male,Electronics,65.2962922425242
593,36,Male,Clothing,30.74606971953304
594,45,Male,Clothing,72.02335239945053
595,75,Male,Grocery,77.15458659550887
596,72,Female,Grocery,141.4389302718978
597,43,Female,Electronics,69.0922924823474
598,54,Male,Clothing,50.40642616565696
599,43,Female,Electronics,126.90208693066482
600,70,Male,Electronics,69.0545296189049
601,79,Male,Electronics,128.827927054658
602,40,Female,Clothing,57.699090029870995
603,26,Female,Grocery,76.4032577959001
604,29,Female,Clothing,70.90216984171379
605,70,Male,Clothing,120.56610655308468
606,18,Male,Clothing,92.80374150173662
607,75,Male,Electronics,38.91564268824623
608,75,Female,Electronics,34.73285181313955
609,18,Female,Clothing,84.20266251437347
610,64,Male,Electronics,29.228005685928593
611,51,Female,Electronics,79.28939783220585
612,49,Female,Grocery,112.81921291925676
613,79,Male,Clothing,40.876399084407666
614,71,Female,Clothing,142.42094379722673
615,65,Female,Electronics,169.1795933389207
616,42,Male,Clothing,154.17414021165786
617,57,Male,Clothing,133.44067372179148
618,62,Male,Clothing,121.09169726660468
619,70,Female,Clothing,111.99400623117461
620,18,Male,Electronics,118.49665366125144
621,33,Female,Grocery,69.75109827379633
622,78,Male,Electronics,98.74564404731076
623,56,Male,Grocery,107.43020990636724
624,22,Male,Clothing,132.05252036570388
625,39,Female,Clothing,20.495873348974342
626,46,Male,Clothing,110.55042517356117
627,72,Male,Clothing,153.09758316300082
628,20,Female,Clothing,69.87435137134588
629,29,Female,Clothing,94.5271690418307
630,43,Male,Clothing,6.8257019347389445
631,33,Male,Grocery,103.31900827225861
632,68,Male,Electronics,25.566880554048524
633,54,Female,Clothing,72.33218460885858
634,39,Female,Clothing,97.55780107070127
635,74,Male,Clothing,69.65909936350599
636,46,Male,Grocery,91.79897212186812
637,31,Male,Clothing,118.66492354321812
638,45,Male,Electronics,98.08075101791073
639,22,Female,Grocery,107.0623956183391
640,64,Female,Grocery,6.514998318683823
641,66,Female,Clothing,92.11742133140848
642,47,Male,Grocery,-11.013026089313826
643,63,Male,Clothing,80.20528175865766
644,79,Female,Electronics,192.05915788941576
645,69,Male,Electronics,146.82418886602255
646,22,Female,Grocery,28.620338587508527
647,29,Male,Grocery,72.84269494017553
648,33,Male,Clothing,91.2016212472499
649,43,Male,Grocery,125.3243737903097
650,43,Female,Electronics,142.52986554872598
651,65,Male,Grocery,181.4697505887753
652,38,Male,Electronics,52.276935091619606
653,56,Female,Clothing,110.8991548825798
654,53,Male,Electronics,11.840487350279446
655,50,Male,Grocery,120.49000707210364
656,79,Female,Electronics,124.63314307253246
657,47,Male,Electronics,101.00246508964658
658,54,Female,Grocery,132.6787037118926
659,40,Male,Clothing,56.94129000308068
660,75,Male,Electronics,34.023145810554055
661,27,Female,Grocery,52.4651389136052
662,71,Male,Electronics,118.50148018102809
663,22,Female,Electronics,165.52631566923142
664,53,Male,Electronics,57.07495485115932
665,51,Female,Clothing,65.82958550253593
666,69,Male,Electronics,105.76326281161522
667,48,Male,Grocery,272.31063444769944
668,27,Male,Grocery,77.617312078102
669,75,Male,Electronics,148.20239088185392
670,36,Male,Clothing,91.07347843294778
671,75,Female,Grocery,72.9833409387906
672,49,Male,Clothing,33.53128396121531
673,18,Female,Clothing,84.80241604473973
674,73,Female,Grocery,142.4635678441333
675,22,Male,Grocery,56.50750548563173
676,62,Male,Clothing,104.81722186257576
677,21,Male,Electronics,57.312026149474114
678,33,Female,Clothing,79.11823277860572
679,41,Male,Grocery,24.278283449715005
680,33,Male,Clothing,215.91204197939302
681,72,Male,Grocery,115.32182531457806
682,19,Male,Electronics,83.67811625238448
683,66,Male,Electronics,164.53811611814376
684,45,Male,Electronics,95.4756966829127
685,49,Female,Electronics,122.95621863374078
686,44,Male,Electronics,178.12467475583495
687,37,Female,Grocery,173.68570450990612
688,41,Female,Clothing,42.821744409928364
689,29,Male,Electronics,100.63481393742913
690,67,Male,Grocery,163.85404961502047
691,52,Female,Clothing,45.93296927189156
692,77,Male,Clothing,87.11072031518174
693,50,Male,Electronics,85.28661018246237
694,50,Male,Electronics,125.05472358023913
695,78,Male,Clothing,140.1260729636158
696,68,Female,Clothing,157.50322696132463
697,60,Female,Grocery,104.13271071099999
698,54,Female,Electronics,47.962295475719344
